iter	Logloss
242	0.1330081958
243	0.1327564757
244	0.1324117304
245	0.1321517721
246	0.1318644652
247	0.1315843835
248	0.131317115
249	0.1309920363
250	0.1305725008
251	0.1302841533
252	0.1299239056
253	0.1296633261
254	0.1294187132
255	0.1291716853
256	0.1289380824
257	0.1287397983
258	0.1285182156
259	0.1282434589
260	0.1279319454
261	0.1276841909
262	0.1274197598
263	0.1271174302
264	0.1268115669
265	0.1265531034
266	0.1262094578
267	0.1258494404
268	0.1255791052
269	0.1252885995
270	0.1250538751
271	0.1247881084
272	0.1245840583
273	0.1242208337
274	0.1239202527
275	0.1236356616
276	0.1233961554
277	0.1230951147
278	0.1228240711
279	0.1225794814
280	0.1222867756
281	0.1219560632
282	0.1216025785
283	0.121385515
284	0.121093429
285	0.1208545274
286	0.1205913096
287	0.1203190553
288	0.1200109699
289	0.119771745
290	0.1195010018
291	0.1192844286
292	0.1190300184
293	0.1187260964
294	0.1185132146
295	0.118252518
296	0.1179536241
297	0.117726522
298	0.1174094037
299	0.1171071928
300	0.1168120832
301	0.1165999852
302	0.1163209504
303	0.1160886213
304	0.1158427384
305	0.115533571
306	0.1152376305
307	0.1150226766
308	0.114824131
309	0.1145171521
310	0.1141852387
311	0.1139959361
312	0.1137769321
313	0.1134996673
314	0.1132201674
315	0.1129192917
316	0.1126742728
317	0.1123891284
318	0.1120893792
319	0.111758692
320	0.1114921207
321	0.1112379777
322	0.1109792767
323	0.1106658313
324	0.1103833584
325	0.110120495
326	0.1097973631
327	0.1095477871
328	0.1093335129
329	0.1090413841
330	0.108836078
331	0.1086561784
332	0.1084487996
333	0.1082259459
334	0.1079907657
335	0.1077731095
336	0.107493784
337	0.1071807112
338	0.1068967722
339	0.1066028526
340	0.1063466508
341	0.1060710145
342	0.10579169
343	0.1055805133
344	0.1053292692
345	0.1051261684
346	0.1048080695
347	0.1045467588
348	0.1041721495
349	0.1039354335
350	0.1037398313
351	0.1034520985
352	0.1031688871
353	0.1028897675
354	0.1026114675
355	0.1023508967
356	0.1021274046
357	0.1018506719
358	0.1016347108
359	0.1014211702
360	0.1012269705
361	0.1009373802
362	0.1006941155
363	0.1004795865
364	0.1002041419
365	0.09997183428
366	0.0997753414
367	0.09948120878
368	0.0993072737
369	0.09906239955
370	0.09884815678
371	0.09858482543
372	0.09833437708
373	0.09814229822
374	0.09787478717
375	0.09759974102
376	0.09733038771
377	0.09710703631
378	0.09686865424
379	0.09660006043
380	0.09637363546
381	0.09620571952
382	0.0959327305
383	0.09562846524
384	0.09535492665
385	0.09515051288
386	0.09484316581
387	0.09460467
388	0.09445921793
389	0.09419930542
390	0.09399105367
391	0.09377369753
392	0.0935453362
393	0.09334885236
394	0.09310698492
395	0.09287696691
396	0.09261060694
397	0.09238305228
398	0.09215182446
399	0.09192657563
400	0.09166516713
401	0.09144783183
402	0.09128855198
403	0.09110080221
404	0.09085606474
405	0.09064438333
406	0.0904018453
407	0.09018211473
408	0.08997723726
409	0.08975678967
410	0.08958398485
411	0.08931632396
412	0.08907994544
413	0.08887683934
414	0.08871609842
415	0.08854938439
416	0.08834933914
417	0.08822569481
418	0.08800657633
419	0.08772557484
420	0.0875819568
421	0.08737871336
422	0.08718476892
423	0.0869743099
424	0.08685215
425	0.08665303421
426	0.08641889942
427	0.08617131811
428	0.08597356965
429	0.08571372421
430	0.08549683795
431	0.08530169948
432	0.0852154511
433	0.08502015949
434	0.08484586923
435	0.08468834646
436	0.0844771203
437	0.08434754571
438	0.08415161806
439	0.08393268237
440	0.08368906869
441	0.08345840194
442	0.08326423397
443	0.08308283331
444	0.08288606601
445	0.08267520284
446	0.08252943777
447	0.08234863865
448	0.08213186073
449	0.08193607378
450	0.08178313542
451	0.08159908542
452	0.08139061927
453	0.08123670983
454	0.08105841343
455	0.08089633468
456	0.08069359038
457	0.08044693564
458	0.08026683092
459	0.08005788138
460	0.07986831738
461	0.07969943193
462	0.07945755034
463	0.0792279784
464	0.07901002669
465	0.07877494869
466	0.07861938982
467	0.07849858323
468	0.07834537703
469	0.07816464431
470	0.07795608307
471	0.07775299468
472	0.07755435976
473	0.07735218093
474	0.07713879966
475	0.07695653536
476	0.0768511647
477	0.07665877901
478	0.07650002052
479	0.07629322046
480	0.07615062488
481	0.0759620497
482	0.07580664474
483	0.07565515728
484	0.07555636691
485	0.07535613064
486	0.07510731854
487	0.0749375948
488	0.07481599269
489	0.07464829427
490	0.07453180586
491	0.07437355492
492	0.07424980608
493	0.07415437249
494	0.07399172283
495	0.07377138514
496	0.07356944712
497	0.07343175184
498	0.07328313789
499	0.07311988351
500	0.07294771261
501	0.07280022013
502	0.07266805814
503	0.0724958968
504	0.07231474697
505	0.07218183503
506	0.07198354504
507	0.0718109807
508	0.07161601991
509	0.07146852734
510	0.07129174397
511	0.07111387578
512	0.07093414328
513	0.07077990006
514	0.07061507694
515	0.07042326445
516	0.07029263257
517	0.07013366198
518	0.0699580791
519	0.06977181071
520	0.06959419916
521	0.06938752214
522	0.06922753721
523	0.06902023359
524	0.06889612609
525	0.06873752755
526	0.06854758494
527	0.06839632758
528	0.06822470032
529	0.06808219287
530	0.06789575342
531	0.06772599775
532	0.06759929554
533	0.0674609682
534	0.06736810691
535	0.06723083896
536	0.06708874579
537	0.06700270393
538	0.06688239357
539	0.0667388213
540	0.06662374032
541	0.06650993089
542	0.06642724467
543	0.0662564586
544	0.06613135193
545	0.06596838136
546	0.06582727746
547	0.06564314915
548	0.06549200859
549	0.06530696778
550	0.06514653722
551	0.06499786898
552	0.06491405618
553	0.06476833412
554	0.06461728778
555	0.06448210677
556	0.0643450961
557	0.06417034345
558	0.06401978304
559	0.0638830051
560	0.06374539954
561	0.0635971472
562	0.06345186221
563	0.06333862789
564	0.06320710855
565	0.06307501254
566	0.06289491679
567	0.06281030082
568	0.06264466146
569	0.06247586583
570	0.06238179807
571	0.06226541083
572	0.06214450452
573	0.06199476642
574	0.06187815917
575	0.06174840304
576	0.06159246023
577	0.06143569226
578	0.06133570831
579	0.0611831691
580	0.06103621073
581	0.06091952619
582	0.06078418982
583	0.06064015308
584	0.06058077838
585	0.06042890356
586	0.06028162469
587	0.06016354654
588	0.06002442095
589	0.05993011006
590	0.05979538381
591	0.05963269744
592	0.05946820733
593	0.05932923711
594	0.05919198611
595	0.05904408698
596	0.05888214988
597	0.05873295843
598	0.05859480163
599	0.05844667915
600	0.05829345405
601	0.05816638942
602	0.0580403621
603	0.05790956112
604	0.05776382487
605	0.05761500671
606	0.05750924515
607	0.05744504526
608	0.05731970738
609	0.05717420218
610	0.05702946933
611	0.05690173747
612	0.05682564956
613	0.05670042195
614	0.05657537373
615	0.0564911499
616	0.05634378674
617	0.05620314758
618	0.05606719529
619	0.05591569466
620	0.05577326673
621	0.05567523818
622	0.05559917036
623	0.05547318467
624	0.05535789863
625	0.05522687862
626	0.05508147828
627	0.05497998568
628	0.05488643035
629	0.05480568617
630	0.05466507689
631	0.05453499677
632	0.05444955272
633	0.05434851141
634	0.0542047137
635	0.05413612984
636	0.05402100449
637	0.05391931134
638	0.05381553677
639	0.05368530365
640	0.05358414243
641	0.05346420503
642	0.05333330434
643	0.05325262251
644	0.05312016562
645	0.05299769763
646	0.05292030799
647	0.05280569571
648	0.05267924662
649	0.05255067027
650	0.05244355841
651	0.05231647197
652	0.05220366748
653	0.05205584753
654	0.05192915595
655	0.05180361616
656	0.05170520465
657	0.05161489517
658	0.05149191543
659	0.0513823846
660	0.05125044764
661	0.05113948892
662	0.05103328948
663	0.05092160255
664	0.0508463151
665	0.05074543999
666	0.05061563018
667	0.05049855073
668	0.05038913695
669	0.05025971435
670	0.05016737263
671	0.0500573935
672	0.04999812154
673	0.04992187646
674	0.04980537272
675	0.04966819776
676	0.04956789643
677	0.04949019333
678	0.04940731263
679	0.04931886073
680	0.04922061058
681	0.04912240648
682	0.04898904257
683	0.04888015199
684	0.0487833039
685	0.04870239323
686	0.04858062419
687	0.04845694497
688	0.04833025226
689	0.04824220143
690	0.04811836733
691	0.04802615351
692	0.04788001884
693	0.04776655655
694	0.04766330875
695	0.04758818362
696	0.04749896312
697	0.04738986487
698	0.04729057634
699	0.04717679953
700	0.04712812264
701	0.04705558872
702	0.04695111266
703	0.04687560064
704	0.04677830242
705	0.04669507736
706	0.04658003706
707	0.04646280246
708	0.04633922809
709	0.0462482923
710	0.04616986642
711	0.04607676245
712	0.04597190109
713	0.04586096126
714	0.04577480257
715	0.04567185963
716	0.0455700768
717	0.0454657939
718	0.04538248327
719	0.04527859712
720	0.04514867818
721	0.04506346927
722	0.04498078202
723	0.04486585302
724	0.04475782432
725	0.04463570078
726	0.04452051302
727	0.044439373
728	0.0443249464
729	0.04423152158
730	0.04414632439
731	0.04402703466
732	0.04392428078
733	0.0438047075
734	0.04372104858
735	0.04361431389
736	0.04352835907
737	0.04345111117
738	0.04341755513
739	0.04336933883
740	0.04326119212
741	0.04318825271
742	0.0431297517
743	0.04302936362
744	0.04295662817
745	0.04289333846
746	0.04281974808
747	0.04271771433
748	0.04260432694
749	0.04250147872
750	0.04239251707
751	0.04231418656
752	0.04224081274
753	0.04215314611
754	0.04210604528
755	0.04200245836
756	0.04191127813
757	0.04181932942
758	0.0417142196
759	0.04160775053
760	0.04150111394
761	0.04141376396
762	0.04131285193
763	0.04124118771
764	0.04119403405
765	0.0411351483
766	0.04103046568
767	0.04094015882
768	0.04083056926
769	0.04074927661
770	0.04067040345
771	0.04057646481
772	0.04048226174
773	0.04041964743
774	0.04032473431
775	0.04022445882
776	0.04013383497
777	0.04003240243
778	0.03996850346
779	0.03989104286
780	0.03983349828
781	0.03977783835
782	0.03970674783
783	0.03962095211
784	0.03954183377
785	0.03944244624
786	0.03935900328
787	0.03926197906
788	0.03916759219
789	0.03908443694
790	0.03898668691
791	0.03891998103
792	0.03885974509
793	0.03879024405
794	0.03869787978
795	0.03862260243
796	0.03852398072
797	0.03844980065
798	0.03836722332
799	0.03828601219
800	0.03822847397
801	0.03815930286
802	0.03806709002
803	0.03798033337
804	0.03791231906
805	0.03781995292
806	0.03775417299
807	0.03767370843
808	0.03761168534
809	0.03754481872
810	0.03749178875
811	0.0374164475
812	0.03731446248
813	0.03722011464
814	0.0371403371
815	0.03704930054
816	0.03697675113
817	0.03690177404
818	0.03681644164
819	0.03676264941
820	0.03669870588
821	0.03663344564
822	0.03656190399
823	0.0364990337
824	0.036400457
825	0.03633829693
826	0.03626315267
827	0.03617524751
828	0.03608736616
829	0.03601044509
830	0.03593559853
831	0.03585720849
832	0.03577151595
833	0.03568673794
834	0.03558409866
835	0.03549297859
836	0.03541388174
837	0.03532551431
838	0.0352851756
839	0.03522159552
840	0.03515192739
841	0.03508938233
842	0.03504671536
843	0.03498324178
844	0.03493803213
845	0.03486526099
846	0.03477821516
847	0.0346867258
848	0.03461179929
849	0.03454459858
850	0.0344794261
851	0.03441681028
852	0.03432880764
853	0.03425142997
854	0.03420369924
855	0.0341234733
856	0.03406915499
857	0.03402025882
858	0.03394431775
859	0.03388481635
860	0.03379000042
861	0.03372615755
862	0.03364557855
863	0.03360686499
864	0.03353324552
865	0.03347910862
866	0.03341168169
867	0.03333996864
868	0.03328022993
869	0.03320811461
870	0.03313434197
871	0.03304697203
872	0.03299230535
873	0.03291660088
874	0.03283938539
875	0.03276785088
876	0.03270716327
877	0.03264693227
878	0.03257307658
879	0.03250343887
880	0.03241298092
881	0.03232423549
882	0.03224302212
883	0.03218153217
884	0.03211809549
885	0.03206431584
886	0.03200550471
887	0.03193300109
888	0.03187205793
889	0.03179352272
890	0.03175310993
891	0.03170955271
892	0.03164457039
893	0.03157246374
894	0.03148151974
895	0.0314231278
896	0.03135920949
897	0.03132461773
898	0.03125418787
899	0.03118248538
900	0.03114751826
901	0.03107122263
902	0.03101030882
903	0.03095730532
904	0.03090603328
905	0.03083211451
906	0.03077126312
907	0.03070591063
908	0.03064210835
909	0.03058975921
910	0.03052510154
911	0.03048171068
912	0.03040655221
913	0.03035096741
914	0.03029094782
915	0.03023084751
916	0.03017713674
917	0.03010447119
918	0.03003118097
919	0.0299993061
920	0.02994883813
921	0.0298938277
922	0.0298238823
923	0.02976348351
924	0.0296939058
925	0.02963157692
926	0.02956653005
927	0.02951089521
928	0.02945133774
929	0.02938510411
930	0.0293668455
931	0.02932421476
932	0.02926894425
933	0.02921432091
934	0.02918870379
935	0.02914675067
936	0.02909243077
937	0.02908722378
938	0.0290306161
939	0.02895632107
940	0.02888311589
941	0.02883530482
942	0.02879316298
943	0.02872942196
944	0.02867883318
945	0.02860878753
946	0.02857010658
947	0.0285017448
948	0.02845169322
949	0.02839020831
950	0.02833035216
951	0.02825254856
952	0.0281898326
953	0.02812978222
954	0.02808633851
955	0.02804191635
956	0.02799592775
957	0.02794864411
958	0.0278873911
959	0.02783666578
960	0.02776091718
961	0.02769218491
962	0.02763575506
963	0.02758154013
964	0.02751809155
965	0.02746921886
966	0.0274358669
967	0.02737503934
968	0.02733564652
969	0.02727476805
970	0.02726418096
971	0.02722387868
972	0.02717166393
973	0.02712318602
974	0.02707112874
975	0.02699621649
976	0.02693813686
977	0.0268887201
978	0.02684444604
979	0.02681019596
980	0.0267499949
981	0.02671572352
982	0.0266542393
983	0.02659214084
984	0.02656291967
985	0.02650796619
986	0.02645351896
987	0.02640249633
988	0.02633881981
989	0.02628117863
990	0.02621399691
991	0.02616982851
992	0.02614752831
993	0.02608041946
994	0.02601850566
995	0.02598450339
996	0.02592317889
997	0.02587045017
998	0.02580999441
999	0.02577714638
